time,value1,value2,value3,value4
2415,0.037912522,-0.001711034,-0.00747654,0.022777958
2416,0.009615707,-0.000355498,0.004452177,0.006308196
2417,-0.015800593,-0.002795462,-0.022082441,-0.010059902
2418,-0.003431327,0.005473307,-0.007239321,-0.022801939
2419,-0.009361797,0.000288382,-0.00981484,-0.041508336
2420,0.006735193,-0.003981557,-0.004358807,-0.052250959
2421,0.001990817,0.000728931,0.011026527,-0.064145789
2422,-0.028847627,-0.001507703,0.002791645,-0.071397908
2423,-0.029694837,-0.000287721,-0.016863627,-0.080547772
2424,-0.036980845,-0.006760405,-0.026792929,-0.056961447
2425,-0.014783941,-0.010522018,-0.009543732,-0.054318152
2426,0.028254326,-0.009539254,-0.020015247,-0.034696769
2427,-0.000211929,-0.011267562,-0.007408763,-0.007145499
2428,-0.007159051,-0.012555322,0.004113293,-0.008670477
2429,0.013512873,-0.013910858,-0.028012911,0.028132325
2430,0.012326779,-0.005574312,-0.023065204,0.020168552
2431,0.006057425,-0.007370397,-0.015914751,0.00176715
2432,-0.016986687,-0.005269316,-0.029436223,-0.002536677
2433,0.001482491,-0.002693797,-0.00832375,-0.01368596
2434,0.042487454,-0.001067154,0.00418107,-0.014295951
2435,0.046892948,0.01282709,0.001402221,-0.023988035
2436,0.047570717,0.0089977,0.004011628,-0.032426246
2437,0.060109422,0.010522678,-0.00662933,-0.045642722
2438,0.053162299,0.009811022,0.011500964,-0.033917334
2439,0.039268058,0.010421013,0.027631843,-0.036662295
2440,0.017579481,0.017300358,0.022141922,-0.020294199
2441,0.000974165,0.012691536,0.01434759,0.004647664
2442,0.007074077,0.019198108,0.000961672,0.012069223
2443,-0.0283393,0.017978126,0.000250015,0.025455141
2444,-0.035964191,0.00984491,0.018380309,0.001191047
2445,-0.01207287,0.012013768,0.033935085,0.027657887
2446,-0.027830975,0.008624928,0.012178732,0.024302935
2447,0.000635281,0.008658817,0.010077652,0.011764228
2448,-0.003939653,0.010827675,0.02153193,0.017389702
2449,-0.029355953,0.000932261,0.019939175,-0.022666387
2450,-0.018342223,0.001000038,0.0236669,0.011662563
2451,-0.048672341,-0.00476099,0.004824949,0.016373051
2452,-0.040878009,-0.01513084,-0.003647151,-0.004569981
2453,-0.041894659,-0.009302035,0.010484312,0.027183451
2454,-0.057313882,-0.009471477,0.007705464,0.048770361
2455,-0.0230866,-0.013910858,-0.000529418,0.059987422
2456,-0.000381371,-0.014791956,0.001029449,0.074491657
2457,-0.000720255,-0.012656987,-0.010831491,0.063884586
2458,-0.018342223,-0.012995871,-0.008391527,0.059987422
2459,-0.010886775,-0.010555906,-0.005883785,0.084759839
2460,0.018596133,-0.007777058,-0.016185859,0.055581931
2461,0.04384299,-0.008929263,-0.018930819,0.053718068
2462,0.023679392,-0.002693797,-0.023607418,0.035418332
2463,0.014190641,-0.000186056,-0.013779783,-0.000367819
2464,0.028762653,-0.001338261,-0.016456965,0.012543662
2465,0.053501185,0.000356159,-0.019235814,-0.020633083
2466,0.081289671,-0.00072827,-0.019778028,-0.021819176
2467,0.051128998,0.001271145,-0.016253635,-0.019345323
2468,0.074003667,0.0028639,-0.018998595,-0.034798432
2469,0.079595253,-0.002727686,-0.025505168,-0.040491685
2470,0.066209331,-0.000863824,-0.001579958,-0.050217655
2471,0.071970366,0.003440003,-0.016016416,-0.031240152
2472,0.054517835,-0.002083806,-0.022217995,-0.019074216
2473,0.063837148,-0.001846587,-0.001173297,-0.004061655
2474,0.074342549,-0.001744922,0.002351096,-0.011076554
2475,0.103486575,-0.003879891,0.001266667,-0.024564136
2476,0.107553184,0.00116948,0.004214958,-0.023073047
2477,0.092133962,-0.000796047,0.005197722,-0.032561798
2478,0.052653976,-0.004354329,-0.005951562,-0.036628406
2479,0.040962476,-0.000762159,0.010992638,-0.035916749
2480,0.045367967,-0.001677145,0.014788139,-0.049472112
2481,0.003176911,0.000932261,0.017634764,-0.043677196
2482,-0.035964191,0.003914441,0.022514693,-0.008907696
2483,-0.073071986,0.002355574,0.016143676,-0.006637173
2484,-0.056466673,0.009607692,0.021396376,0.033317249
2485,-0.071885899,0.00879437,-0.012898684,0.056734134
2486,-0.071038686,0.005269977,-0.018558046,0.03206338
2487,-0.082730182,0.007066062,-0.005748231,0.055344712
2488,-0.1098409,0.00689662,-0.01889693,0.055243045
2489,-0.090355076,0.010590455,-0.012932573,0.05808967
2490,-0.093574472,0.01218321,-0.020083025,0.060224641
2491,-0.063074909,0.014182626,-0.018422494,0.030335071
2492,-0.079171903,0.014182626,-0.008188196,0.017830251
2493,-0.070191473,0.013267639,-0.012254804,0.010950906
2494,-0.033592004,0.01048879,0.009704879,0.013289206
2495,0.001990817,0.010454901,0.011026527,0.017355815
2496,0.025882138,0.012488206,-0.009204849,0.017355815
2497,-0.001736907,0.007608276,0.006146597,0.026437905
2498,-0.011225659,0.008726593,0.012382062,0.035079446
2499,-0.009700681,0.003643333,0.015567572,0.030911174
2500,0.017410038,-0.002083806,0.014279813,0.030945063
2501,-4.25E-05,-0.006285968,0.021803038,0.02169353
2502,-0.017664455,-0.008048165,0.038171135,0.025794026
2503,-0.030033721,0.00096615,0.023361905,0.030843398
2504,-0.019358875,-0.003710449,0.033968974,0.018643573
2505,0.010462916,-0.0056082,0.026072975,0.010544246
2506,0.016901713,-0.005337093,0.002927199,-0.025106352
2507,0.039945826,-0.005980972,-0.010560384,-0.029647397
2508,-0.003092443,-0.001236596,-0.003409932,-0.038153384
2509,-0.004617421,-0.007268731,0.020345837,-0.045608833
2510,0.000804723,-0.005947084,0.010789308,-0.043846637
2511,-0.011903428,-0.00476099,0.009942098,-0.07360065
2512,-0.017325571,-0.00391378,-0.007103767,-0.054318152
2513,-0.0622277,-0.004659324,-0.000631083,-0.044897176
2514,-0.062058259,-0.016215269,-0.003647151,-0.039881695
2515,-0.067310959,-0.008522602,-0.006188781,-0.025275793
2516,-0.048841782,0.000593377,-0.010560384,-0.039034482
2517,-0.06036384,-0.007200954,-0.051700901,-0.025445236
2518,-0.089168981,-0.012894206,-0.025810163,-0.017007023
2519,-0.048672341,-0.009810361,-0.025979606,-0.022869717
2520,-0.017664455,-0.006828182,-0.015779197,-0.013109857
2521,0.023171067,-0.003608784,-0.015813086,-0.030596271
2522,0.05045123,-0.006929847,-0.035603911,-0.036831737
2523,0.027237674,-0.011233674,-0.013542564,-0.025411347
2524,0.022832183,0.000661154,-0.023031315,-0.046625484
2525,0.049604017,-0.001033266,-0.012187027,-0.044931065
2526,0.040454149,-0.008319272,-0.024895178,-0.057368107
2527,0.048248481,-0.00262602,-0.012322581,-0.068009064
2528,0.049604017,0.005879968,0.017397545,-0.032765128
2529,0.022832183,0.005947744,0.005570494,-0.014295951
2530,0.032998703,0.003372226,0.018380309,-0.015787041
2531,0.024018276,0.007303281,0.006316039,-0.02046364
2532,-0.005464631,0.000254493,-0.004223254,-0.020226421
2533,-0.02562823,0.006828843,0.01729588,-0.01073767
2534,-0.041894659,0.011268224,0.024649663,0.01023925
2535,-0.056805559,0.001440587,-0.000427753,-0.001587801
2536,-0.052230623,0.010353236,0.004994391,-0.008467147
2537,-0.064261004,0.009506026,0.028716272,-0.00690828
2538,-0.082391299,0.003101119,0.012144844,-0.01158488
2539,-0.068835936,0.005710526,0.010890973,0.002038257
2540,-0.081205204,0.005337753,0.013839263,-0.016532585
2541,-0.054941695,0.003812775,0.011568741,-0.008839919
2542,0.003854679,0.003575557,0.014822028,0.002512695
2543,-0.012242312,-0.000219944,0.010043763,0.018575797
2544,-0.033592004,-0.004625436,-0.000969967,0.043585435
2545,-0.030711489,-0.003812114,-0.006968214,0.045110412
2546,-0.004786863,-0.006116526,0.008146012,0.076728292
2547,0.011310127,-0.003642673,0.009230441,0.06791731
2548,-0.005125747,-0.004015445,-0.002054396,0.073000565
2549,0.019951669,-0.007336508,0.008247678,0.06798508
2550,0.038759731,-0.006523187,0.000351681,0.038874947
2551,0.046384621,-0.008590379,-0.02926678,0.064223468
2552,0.05655114,-0.005506535,-0.01530476,0.025082368
2553,0.045537412,-0.00262602,0.004960503,0.001055494
2554,0.060109422,-0.002524355,-0.013915336,0.010578134
2555,0.092303403,-0.000592717,-0.019879695,-0.018362559
2556,0.059262212,-0.00391378,-0.008188196,-0.022022506
2557,0.018935017,-0.004354329,-0.023573529,-0.016092036
2558,0.020798879,0.000728931,-0.024759624,-0.017989786
2559,-0.004786863,0.002694458,-0.002935494,-0.016261479
2560,0.023340508,-0.001507703,-0.026792929,0.002682137
2561,0.036895867,-0.003710449,-0.043771017,-0.001960574
2562,0.007074077,-0.00411711,-0.015846975,-0.008365481
2563,0.009276823,-0.007641504,-0.006595442,0.003529347
2564,-0.006650725,0.001237257,-0.01655863,-0.005756075
2565,0.026051581,0.000898373,-0.011814255,-0.013719848
2566,0.035709776,0.001542253,-0.009442067,-0.006976057
2567,0.003854679,0.003270561,0.007434356,-0.004942753
2568,0.027237674,-0.004659324,0.014754251,-0.042186104
2569,0.046554063,0.001000038,0.001063337,-0.032697354
2570,0.034523681,-0.004252664,0.017702542,-0.01965032
2571,0.038929172,-0.001778811,0.010890973,-0.044422738
2572,0.01503785,0.002592793,0.000690565,-0.006874392
2573,-0.011225659,-0.001643257,-0.004426584,-0.008467147
2574,0.030287631,0.002830012,-0.018727489,-0.002130016
2575,0.005887983,0.004727762,0.007332691,0.04497486
2576,-0.01207287,0.013437081,0.014686474,0.03629943
2577,0.005379657,0.012725425,-0.012288692,0.038807172
2578,-0.019358875,0.012250987,-0.01655863,0.045279857
2579,0.000126955,0.021095859,-0.015169207,0.040603258
2580,-0.003600769,0.015199278,-0.012492023,0.032334488
2581,0.000804723,0.012691536,0.024717441,0.004817106
2582,0.001143607,0.021400856,0.01180596,-0.003722771
2583,-0.006142399,0.019401439,-0.026149048,-0.00436665
2584,0.01503785,0.015233167,-0.006697107,-0.007145499
2585,-0.036133632,0.015978711,0.003672744,-0.015041497
2586,-0.055788904,0.011369889,0.009298218,-0.014295951
2587,-0.037658609,0.011844326,0.009264329,0.019287452
2588,-0.026814323,0.012725425,-0.006663218,0.020642988
2589,-0.037150286,0.005642749,-0.012627576,0.035723329
2590,-0.061549932,0.009234919,0.013432603,0.052904747
2591,-0.054772254,0.014352067,0.019091966,0.057818566
2592,-0.04765569,0.000491712,-0.006866549,0.078558266
2593,-0.036641959,-0.002829351,0.000961672,0.031622831
2594,-0.024950461,-0.004422106,0.00777324,0.020744653
2595,0.004024121,-0.007234843,0.022616358,-0.006298289
2596,-0.008175703,0.005032758,0.023090797,-0.014431505
2597,0.000974165,-0.000592717,0.011534853,0.013187541
2598,0.003007469,-0.001541592,0.020447502,-0.042897761
2599,-0.01563115,-0.001304373,0.018922525,-0.014126509
2600,0.021307204,-0.003642673,0.007163249,-0.020938078
2601,0.011140685,0.002220021,-0.006188781,-0.030562384
2602,0.024018276,-0.007675392,0.007468245,0.000479391
2603,0.015376735,-0.000186056,0.013974817,-0.025377458
2604,-0.022239389,0.005744414,0.008756003,0.003495459
2605,-0.019528316,-0.00306657,-0.002698275,-0.007043834
2606,-0.013936731,0.004897204,-0.029978437,-0.009111026
2607,0.006396309,0.001677806,-0.034756701,-0.012804862
2608,0.003007469,-0.002524355,-0.013881448,-0.021615846
2609,-0.013089521,0.002152244,-0.015474202,-0.015515934
2610,-0.008514587,-0.005709865,-0.033231724,-0.060180847
2611,0.021137763,-0.002795462,-0.024793513,-0.045574944
2612,0.018257249,-0.001880476,-0.023709083,-0.053775936
2613,0.010124032,-0.008725933,-0.01211925,-0.058723643
2614,0.044351317,-0.002931016,-0.014152555,-0.027919088
2615,0.061126076,-0.006726517,-0.021675779,-0.043101091
2616,0.061634399,-0.006048749,-0.013576452,-0.02873241
2617,0.042656898,-0.00391378,-0.02313298,0.012069223
2618,0.012665663,-0.011572558,-0.014796434,0.020100774
2619,0.000296397,-0.003507119,-0.018320829,0.012408108
2620,-0.031050373,-0.006252079,-0.0186936,0.017999694
2621,-0.032744791,-0.011742,0.008044347,0.006443749
2622,-0.034608655,-0.000491051,0.025191877,-0.002333346
2623,-0.057483327,-0.000626605,0.020108618,-0.003078891
2624,-0.027153207,0.003880552,-0.005883785,-0.028156307
2625,-0.04426685,0.009201031,-0.012559799,-0.049844883
2626,-0.056975,0.004727762,0.006214374,-0.051505413
2627,-0.03579475,0.008963812,0.009772656,-0.05140375
2628,-0.050366763,0.010590455,0.008213789,-0.0439483
2629,-0.044436291,0.007913272,0.019532515,-0.041271117
2630,-0.04765569,0.00943825,0.016177563,-0.037272286
2631,-0.057144441,0.008353821,0.006180485,-0.017854234
2632,-0.041555777,0.007269392,0.01221262,0.01044258
2633,-0.035625309,0.005507195,0.018346421,0.026980119
2634,-0.048333459,-0.002795462,0.00418107,0.005596539
2635,-0.009192355,0.001271145,0.008993222,0.01572917
2636,0.029779306,0.004863316,0.026039088,0.007121517
2637,0.012665663,-0.000592717,-0.010729826,0.015864724
2638,0.032829262,-0.002321025,-0.0163553,0.036434982
2639,0.028762653,-0.008014277,0.012043179,-0.001689467
2640,0.017918365,-0.004591548,0.007908794,0.03548611
2641,0.037573636,-0.003642673,0.01305983,0.027556222
2642,0.059770539,-0.00814983,-0.000800525,0.012713104
2643,0.088745117,-0.011132009,-0.010594273,0.028810093
2644,0.067395426,-0.009437589,0.001334444,0.008239835
2645,0.059092771,-0.00496432,-0.007442651,0.04392432
2646,0.084170185,-0.008183718,-0.008560969,0.040433813
2647,0.110942021,-0.009166482,-0.014152555,0.047313161
2648,0.095014475,-0.012792541,-0.046651531,0.043551546
2649,0.053331744,-0.006421521,-0.034553371,0.047482602
2650,0.033337586,-0.005099874,-0.006188781,0.07760939
2651,0.004701889,-0.010013692,-0.024149632,0.035621662
2652,-0.022578273,-0.005777642,-0.014830323,0.029318418
2653,-0.0230866,-0.003405454,-0.001478293,0.025184035
2654,-0.008514587,0.002118355,-0.018015832,0.021591865
2655,-0.022917157,-0.00581153,-0.028724566,0.004579887
2656,-0.017664455,-0.011606446,-0.026352379,-0.018633667
2657,-0.017833898,-0.003507119,-0.020828569,-0.015617599
2658,0.020629438,0.003948329,-0.017676948,-0.020429753
2659,0.056720585,-0.000931601,-0.008391527,-0.002062239
2660,0.016054504,-0.006285968,-0.015372537,-0.007043834
2661,0.045876294,0.002796124,-0.010560384,-0.017244242
2662,0.04282634,-0.00496432,-0.002461057,-0.016871469
2663,0.041301362,-0.006353745,-0.007849312,-0.004874976
2664,0.047570717,-0.000287721,-0.002054396,-0.00565441
2665,-0.002923001,-0.005167651,-0.001715512,-0.023615262
2666,0.022323856,0.008523263,-2.11E-05,-0.009043249
2667,0.024357161,0.005473307,0.003266083,-0.001689467
2668,0.034015354,-0.002354913,-0.002427168,-0.010500451
2669,0.029948747,0.015199278,0.000961672,-0.006569396
2670,-0.001398023,0.014521509,0.022582471,-0.001757244
2671,0.011987895,0.013843742,0.011229857,-0.006738838
2672,-0.023256041,0.009946575,-0.008662634,0.019660225
2673,-0.033761445,0.002423351,-0.002020507,0.007799285
2674,-0.048333459,0.015131501,-0.000393864,-0.021717511
2675,-0.081882976,0.011607108,0.021701373,0.008172058
2676,-0.087813444,0.010319348,-0.000292199,0.006274307
2677,-0.082391299,0.010285459,-0.031028979,0.014983626
2678,-0.066463754,0.012555983,-0.013135903,0.022032414
2679,-0.046639036,0.02638245,-0.015846975,0.012746992
2680,-0.045622386,0.012759313,-0.009984282,0.030978952
2681,-0.064599887,0.009980464,-0.020116912,0.033893354
2682,-0.015292267,0.014453733,-0.017846391,0.032402262
2683,-0.003431327,0.007371057,-0.004528249,0.027962884
2684,0.000635281,0.016893698,0.010314871,0.020134663
2685,0.041470803,0.018757559,0.028580718,0.019321341
2686,0.033845913,0.013335416,-0.014762546,0.03629943
2687,0.046892948,0.012047657,0.001198891,0.015424175
2688,0.050620671,0.007235504,0.031732339,-0.018362559
2689,0.046723504,0.001982802,0.011636518,-0.029410178
2690,0.056212258,0.005473307,0.023633011,-0.018532002
2691,0.035879217,0.006388294,0.01902419,-0.002875561
2692,0.015376735,0.000830596,0.008044347,-0.024631914
2693,0.01842669,0.007235504,0.014889804,-0.005620521
2694,0.022154415,0.002558905,0.004553842,-0.008501035
2695,0.030626515,-0.000897712,-0.006866549,-0.004332762
2696,0.030457072,0.008523263,-0.004528249,-0.001045587
2697,-0.005295189,0.00350778,0.001266667,-0.047133811
2698,-0.010209007,-0.002321025,-0.006968214,-0.031240152
2699,0.002499143,-0.002388802,-0.003850481,-0.034188442
2700,-0.0198672,-0.000389386,0.007739352,-0.045269947
2701,-0.040708568,0.000288382,-0.013983113,-0.043033313
2702,-0.051383413,0.000864485,-0.015677532,-0.04737103
2703,-0.028169859,-0.001338261,-0.015677532,-0.025885785
2704,-0.011225659,-0.005709865,-0.018049721,-0.007314941
2705,-0.025797671,-0.00835316,0.000487234,0.011560897
2706,-0.036980845,-0.012250327,-0.006121004,0.014576965
2707,-0.042572428,-0.010352576,-0.016050305,0.033520579
2708,-0.009022913,-0.012860318,-0.027911246,0.05365029
2709,0.023679392,-0.008624268,-0.027402919,0.039756045
2710,0.019104458,-0.008590379,-0.029707329,0.027115673
2711,0.003515795,-0.010386464,-0.045329884,0.036570538
2712,0.012835105,-0.000423275,-0.029199004,0.035791103
2713,0.012835105,-0.006421521,-0.011102599,0.008578719
2714,-0.004786863,-0.001067154,-0.003274378,-0.008297705
2715,0.009615707,0.002931677,0.01095875,-0.038458381
2716,0.026051581,0.002491128,0.018685305,-0.024936909
2717,0.047740158,0.015334832,0.00692603,-0.024530249
2718,0.040623594,0.006456071,0.006654923,-0.069839038
2719,0.012496221,0.004931093,0.01499147,-0.076413386
2720,0.001651933,0.011539331,0.008518785,-0.068314061
2721,0.003854679,0.010895451,0.008146012,-0.024055811
2722,0.017410038,0.010624344,0.012415951,-0.028664634
2723,-0.018342223,0.00415166,0.028919602,-0.033747893
2724,-0.041216895,0.013098197,0.04142442,-0.019074216
2725,-0.034439214,0.011844326,0.024581887,-0.01073767
2726,-0.039183591,0.004253325,0.00523161,0.036163878
2727,-0.034269772,0.004761651,0.011738183,0.003292128
2728,-0.042402986,-0.000152167,0.028546829,-0.01178821
2729,-0.023256041,0.006625513,0.022446917,-0.011889875
2730,-0.018172782,-0.004049333,-0.003681039,-0.031612925
2731,-0.035116982,-0.014249742,-0.015406425,0.00261436
2732,-0.024781018,-0.006150414,-0.011848143,0.002749914
2733,-0.035625309,-0.013300867,-0.003274378,0.003936008
2734,-0.024442134,-0.012792541,0.008383231,0.043958209
2735,0.008429613,-0.011369227,-0.006900437,0.067375094
2736,-0.008175703,-0.016011938,-0.035265028,0.06954395
2737,-0.014445057,-0.010860901,-0.02059135,0.082353763
2738,0.008768497,-0.010149245,0.004350512,0.085505389
2739,-0.003431327,-0.008454826,-0.020421909,0.075067759
2740,0.026221022,-0.005675977,-0.029097339,0.061817396
2741,0.054009512,-0.003303789,-0.026725151,0.049312577
2742,0.03350703,-0.000558828,-0.035197251,0.03548611
2743,0.048248481,-0.004049333,-0.018015832,0.013018099
2744,0.027915442,-0.004015445,-0.016999179,0.010815353
2745,0.003007469,-0.002321025,-0.026216825,-0.005281637
2746,0.003854679,0.000220605,-0.00832375,-0.01477039
2747,-0.005464631,0.004727762,0.006316039,-0.010636005
2748,0.010971243,1.73E-05,-0.007374875,-0.019108104
2749,0.027746001,-0.007438174,-0.011204264,-0.016837582
2750,0.027068233,-0.009674808,-0.011339817,-0.013787625
2751,0.019612785,-0.006523187,-0.011780366,-0.015719265
2752,0.03113484,-0.004286552,-0.010424831,-0.015075385
2753,0.053331744,-0.004354329,-0.004968798,0.004478222
2754,0.054009512,-0.004794878,-0.000631083,0.016542492
2755,0.081798002,-0.005133762,-0.006222669,0.007223182
2756,0.094845034,-0.001711034,0.012348174,-0.007484383
2757,0.061803844,-0.005574312,0.016990885,-0.012601531
2758,0.056212258,-0.003981557,0.009840433,-0.03103682
2759,0.047570717,0.000762819,0.002927199,-0.037475616
2760,0.034523681,0.000864485,0.010552089,-0.018904774
2761,0.016901713,0.000288382,0.007264914,-0.026089115
2762,-0.009361797,-0.007912611,0.005299387,-0.00395999
2763,-0.013258963,-0.000660493,0.029529594,-0.002197793
2764,-0.046808477,0.008963812,-0.015779197,0.008036504
2765,-0.068497054,0.006862732,-0.022861874,0.038163293
2766,-0.085949585,0.008523263,-0.003850481,0.022642404
2767,-0.102216013,0.01197988,-0.028284017,0.037078861
2768,-0.087135673,0.011336001,-0.012187027,0.027556222
2769,-0.126954541,0.012894867,-0.005070463,0.023760721
2770,-0.122718498,0.019570882,-0.033163946,0.019660225
2771,-0.081205204,0.018079791,-0.034146711,-0.006976057
2772,-0.065616541,0.017402023,-0.003206601,-0.016803693
2773,-0.043758523,0.018622005,-0.009543732,-0.043846637
2774,-0.049180668,0.017537577,-0.005612678,-0.032121249
2775,-0.025967114,0.014352067,0.003774409,-0.029952392
2776,0.005040773,0.0136743,-0.009442067,-0.028054642
2777,-0.001398023,0.015402609,0.010314871,-0.016973136
2778,-0.014275615,0.012013768,0.028750159,-0.013042081
2779,-0.004956305,0.012996532,0.028851826,0.019118011
2780,-0.011564543,0.003643333,0.013635933,0.029148977
2781,0.003346353,-0.006794294,0.006112709,0.033520579
2782,0.037912522,-0.002998793,0.000690565,0.010917018
2783,0.018935017,-0.005370981,0.002079989,0.007663731
2784,0.009276823,-0.003574896,0.010314871,0.020880207
2785,0.014868408,-0.000152167,0.002757757,-0.002536677
2786,0.032490376,-0.003371565,0.01095875,-0.009924348
2787,0.01842669,-0.000592717,0.009975987,-0.034290109
2788,0.008937939,-0.001846587,0.007739352,-0.031850144
2789,0.023848835,-0.005777642,0.003706632,-0.017583126
2790,0.002838027,-0.006895959,0.006417704,-0.033985112
2791,0.001651933,-0.002931016,0.016956996,-0.011754322
2792,-0.006650725,-0.004998208,-0.000427753,-0.000605038
2793,-0.016308919,-0.010115357,-0.005646566,0.007731508
2794,-0.01885055,-0.001948253,-0.013881448,0.049244799
2795,-0.034778096,-0.005709865,-0.012627576,0.05808967
2796,-0.0537556,-0.009302035,-0.011102599,0.043144885
2797,-0.048672341,-0.006963736,-0.023607418,0.034130573
2798,-0.020206084,-0.008420937,-0.01086538,0.029047312
2799,-0.025119903,-0.005167651,-0.012932573,0.025150146
2800,-0.008514587,-0.00920037,-0.021370783,0.028911758
2801,0.008260171,-0.007607616,-0.010255389,0.023049066
2802,0.029948747,-0.003778226,-0.002325503,-0.01073767
2803,0.071970366,-0.005540423,-0.015203095,-0.037678946
2804,0.07027594,-0.004286552,-0.017270287,-0.039407257
2805,0.033168145,-0.004252664,-0.008255973,-0.034323998
2806,0.03113484,-0.00072827,-0.012559799,-0.046625484
2807,0.053331744,0.002050579,-0.004053812,-0.041474447
2808,0.022323856,-1.66E-05,0.010789308,-0.034154553
2809,0.015376735,0.000830596,0.019566404,-0.041542225
2810,-0.0198672,0.002796124,0.018007537,-0.024462471
2811,-0.026644882,0.002287797,0.012585393,-0.019718096
2812,-0.008514587,0.004761651,0.010789308,-0.01643092
2813,-0.039691914,0.001508364,0.004316623,-0.018091453
2814,-0.0400308,0.002389463,-0.014288108,-0.034933988
2815,-0.067988731,0.009167142,-0.011170375,-0.039407257
2816,-0.076969154,0.005473307,0.00882378,-0.034798432
2817,-0.091541164,0.004422767,0.013873152,-0.017583126
2818,-0.085271813,0.00455832,0.020142507,-0.027342986
2819,-0.081882976,0.005981633,0.00587549,-0.029376289
2820,-0.076630272,0.002965566,0.005706048,-0.020192534
2821,-0.050366763,0.000762819,0.008586562,-0.012296536
2822,-0.071377568,0.001711695,-0.001241074,0.024607932
2823,-0.030542048,-0.003100458,0.006214374,0.010645911
2824,-0.026983766,-0.000457163,-0.006426,0.013966974
2825,-0.026136555,-0.003473231,-0.014626992,0.039620493
2826,-0.005295189,-0.004083222,-0.021201342,0.031080617
2827,-0.011733986,-0.00306657,-0.006798772,0.05747968
2828,0.00995459,-0.008963152,0.014584809,0.058360778
2829,0.015885061,-0.005879307,-0.002427168,0.03548611
2830,0.044520758,-0.004083222,-0.007917089,0.023354061
2831,0.060448308,-0.003812114,-0.004358807,0.01786414
2832,0.054517835,-0.001338261,-0.002528833,0.00769762
2833,0.047401272,-1.66E-05,0.013635933,-0.004773311
2834,0.057567794,-0.000694382,0.020311948,-0.008568812
2835,0.07264813,-0.006252079,-0.012932573,-0.036560629
2836,0.067056544,-0.006353745,-0.018930819,-0.018362559
2837,0.040962476,-0.001812699,0.003401637,-0.005315525
2838,0.003176911,-0.002897128,-0.016592519,-0.007823267
2839,0.011649011,-0.000321609,-0.03035121,0.025556806
2840,-4.25E-05,0.000864485,-0.011509259,0.018745238
2841,-0.02732265,0.00011894,-0.008289861,0.026471794
2842,-0.023594925,1.73E-05,-0.019269703,0.021862971
2843,-0.009531239,-0.006150414,-0.015813086,3.88E-05
2844,-0.009022913,-0.003574896,-0.027097924,0.010849241
2845,-0.010209007,-0.002761574,-0.03523114,0.008951491
2846,0.010124032,-0.004523771,-0.003409932,0.00112327
2847,-0.001059139,-5.05E-05,0.016143676,-0.007823267
2848,0.020459995,-0.001914364,-0.003003271,-0.015753152
2849,0.04384299,-0.00262602,-0.00259661,-0.015922595
2850,0.037912522,-0.001507703,0.009433771,-0.003722771
2851,0.037234753,-0.003812114,0.015059246,-0.01158488
2852,0.014529524,-0.004252664,0.032240666,-0.021243073
2853,0.025543256,0.001948913,-0.002156061,-0.012432089
2854,0.010124032,0.006117187,-0.038653869,0.003393793
2855,-0.009192355,0.003168896,-0.019303592,0.020846318
2856,-0.010547891,0.003168896,0.000453346,0.024743484
2857,-0.045961268,0.008692705,0.00014835,0.015763059
2858,-0.020544969,0.01580927,-0.008764299,0.007121517
2859,0.005379657,0.017368136,-0.007713759,0.018203024
2860,-0.013767289,0.017130917,-0.013068126,-0.005756075
2861,-0.021900505,0.017503688,0.011297634,-0.025174128
2862,-0.036472518,0.017435912,0.028140169,-0.034561213
2863,-0.022408832,0.018791448,-0.010763715,-0.051844299
2864,-0.015970035,0.015741492,-0.01445755,-0.033612341
2865,-0.038505822,0.014385956,0.001097225,-0.037678946
2866,-0.043758523,0.015707605,0.016584225,-0.036933403
2867,-0.048164014,0.011912103,0.010484312,-0.022022506
2868,-0.060024954,0.00689662,-0.022353547,0.003427682
2869,-0.065277658,0.004016106,-0.005206017,0.034469455
2870,-0.071208127,0.004829427,0.001300556,0.032842811
2871,-0.073919199,0.005168311,-0.008086531,0.030538402
2872,-0.068666495,0.001881137,-0.002867718,0.022405185
2873,-0.052230623,-0.000999377,-0.020116912,0.027014008
2874,-0.030203164,0.000491712,-0.008594857,0.026742902
2875,-0.03579475,-0.002287137,0.023734676,-0.015041497
2876,-0.0283393,-0.008556491,0.01668589,-0.04838768
2877,-0.019528316,-0.00411711,0.001165002,-0.03425622
2878,-0.01885055,-0.000965489,-0.001647735,-0.025038574
2879,0.009615707,-0.002151583,0.005129945,-0.030765714
2880,-0.00783682,-0.003947668,0.034409523,-0.023920257
2881,-0.026475439,-0.003947668,0.023599124,-0.047506582
2882,-0.009361797,-0.003337677,-0.017507507,-0.022395279
2883,-0.017495014,-0.005913195,-0.016050305,0.00918871
2884,-0.009531239,-0.003032681,-0.000936079,-0.004502204
2885,-0.006311841,-0.009708696,0.01200929,0.009324263
2886,-0.001228581,-0.009573143,0.014076483,-0.008365481
2887,0.020798879,0.001440587,-0.006934325,-0.008907696
2888,0.020968322,-0.004625436,-0.030080102,0.012272554
2889,0.016223945,-0.004591548,-0.019506922,-0.013787625
2890,0.026051581,-0.003473231,-0.011949808,-0.033612341
2891,0.054856721,-0.007641504,-0.017134733,-0.036662295
2892,0.060448308,-0.004015445,-0.001884954,-0.051268198
2893,0.052653976,-0.009369812,-0.009272625,-0.032731242
